NiTi crystalline-amorphous nanocomposite,,,NiTi crystalline-amorphous nanocomposite,,,110 nm-grain-size polycrystalline NiTi,,,110 nm-grain-size polycrystalline NiTi,
Superelastic,Fig. 2a,,Plastic,Fig. 2b,,Superelastic,Fig. 2a,,Plastic,Fig. 2b
Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa)
0.00374,90.96872,,0.07508,2906.15084,,0.00348,93.2917,,0.09191,2136.11583
0.00372,89.57175,,0.07519,2905.93892,,0.00347,91.86072,,0.09191,2136.30586
0.00367,88.12138,,0.07514,2906.23685,,0.00348,90.3676,,0.09196,2136.60851
0.0036,86.81426,,0.07531,2906.38413,,0.00344,88.82572,,0.09202,2136.84149
0.00357,85.49328,,0.07533,2905.88659,,0.00339,87.35055,,0.09205,2137.29322
0.00354,84.1395,,0.07539,2905.78818,,0.00333,85.9023,,0.0921,2137.52318
0.00351,82.79778,,0.07535,2905.73719,,0.00326,84.55461,,0.09215,2137.95245
0.00347,81.44451,,0.07535,2906.65665,,0.00326,83.17789,,0.09219,2138.34187
0.00341,80.11716,,0.07538,2907.67061,,0.00324,81.75654,,0.09224,2138.66821
0.00341,78.8026,,0.07555,2908.13033,,0.00321,80.35877,,0.09228,2139.13536
0.00339,77.36376,,0.07559,2907.83166,,0.00324,78.87719,,0.09233,2139.60034
0.00332,75.99538,,0.07555,2908.29054,,0.00313,77.43663,,0.09237,2139.9889
0.00327,74.70373,,0.07557,2909.20931,,0.00306,76.11302,,0.09241,2140.53186
0.00326,73.37288,,0.0757,2909.80601,,0.00304,74.7916,,0.09248,2141.06204
0.00319,72.06273,,0.07585,2909.47406,,0.00303,73.43617,,0.09254,2141.31273
0.00319,70.78276,,0.07587,2908.73153,,0.00299,72.09179,,0.09258,2141.51269
0.00314,69.44638,,0.07586,2908.63277,,0.00302,70.69982,,0.09262,2141.8977
0.00308,68.19275,,0.07585,2908.97326,,0.00298,69.2491,,0.09268,2142.35788
0.00304,66.93649,,0.07584,2909.8921,,0.0029,67.8828,,0.09277,2142.42508
0.00302,65.68496,,0.07585,2911.03876,,0.00281,66.59162,,0.09278,2142.67858
0.00299,64.39178,,0.07596,2912.21558,,0.0028,65.36374,,0.09286,2142.85297
0.00294,63.1534,,0.07605,2912.51233,,0.0029,63.94617,,0.09288,2143.00811
0.00293,61.84565,,0.07605,2912.87155,,0.00285,62.48667,,0.09292,2143.41913
0.00288,60.51379,,0.07612,2913.58988,,0.00273,61.12525,,0.09298,2143.73244
0.00287,59.19855,,0.07621,2913.67605,,0.00265,59.90088,,0.09306,2144.04476
0.00282,57.85605,,0.07629,2913.67245,,0.00269,58.61615,,0.0931,2144.00774
0.00276,56.59292,,0.07636,2913.15731,,0.00266,57.28272,,0.09316,2144.24866
0.00274,55.34226,,0.07631,2913.10809,,0.00267,55.92267,,0.09321,2144.29446
0.0027,54.05848,,0.07628,2914.03131,,0.0026,54.59665,,0.09331,2144.15913
0.00264,52.85808,,0.07637,2915.00185,,0.00253,53.31326,,0.09332,2143.9898
0.00264,51.58966,,0.07643,2915.50642,,0.00244,52.11495,,0.09335,2144.19816
0.00258,50.33414,,0.07646,2916.15861,,0.00244,50.94817,,0.09343,2144.28284
0.00259,49.01479,,0.07663,2916.40109,,0.00248,49.68789,,0.09346,2144.42096
0.00254,47.65852,,0.07669,2915.78554,,0.0025,48.327,,0.09353,2144.53833
0.00248,46.42508,,0.07664,2915.60346,,0.0024,47.03323,,0.09357,2144.53141
0.00248,45.10128,,0.07663,2916.31728,,0.00234,45.80422,,0.09359,2144.80888
0.00241,43.81699,,0.07676,2916.95141,,0.00232,44.73901,,0.09368,2145.14737
0.00239,42.53913,,0.07687,2916.62907,,0.0023,43.6738,,0.0937,2145.26316
0.00236,41.24081,,0.07682,2916.59306,,0.00228,42.60858,,0.09375,2145.4339
0.00233,39.93574,,0.07682,2917.24433,,0.00226,41.54337,,0.09379,2145.6857
0.0023,38.61124,,0.07688,2918.02239,,0.00224,40.47815,,0.09384,2146.10273
0.00223,37.366,,0.07694,2918.61586,,0.00223,39.41294,,0.09391,2146.25105
0.0022,36.11876,,0.07699,2919.12455,,0.00221,38.34773,,0.09395,2146.49594
0.00216,34.87881,,0.07707,2919.35637,,0.00219,37.28251,,0.094,2146.71328
0.00212,33.65168,,0.07711,2919.61394,,0.00217,36.2173,,0.09405,2147.04917
0.00209,32.42614,,0.07713,2919.89637,,0.00215,35.15208,,0.09411,2147.21751
0.00201,31.2481,,0.07719,2920.42897,,0.00213,34.08687,,0.09415,2147.46169
0.00198,30.15627,,0.07729,2920.3882,,0.00212,33.02166,,0.09416,2147.72215
0.00196,28.98859,,0.07731,2920.25734,,0.0021,31.95644,,0.09421,2148.29317
0.00188,27.92447,,0.07736,2920.50193,,0.00208,30.89123,,0.09427,2148.71857
0.00184,26.88788,,0.07731,2920.93525,,0.00206,29.82601,,0.09433,2149.15455
0.00183,25.82212,,0.07737,2921.85561,,0.00204,28.7608,,0.09433,2149.56775
0.00177,24.78157,,0.0774,2922.5949,,0.00202,27.69559,,0.09437,2150.22438
0.0017,23.79194,,0.07742,2923.48025,,0.00201,26.63037,,0.09444,2150.88866
0.0017,22.7982,,0.07757,2924.1338,,0.00199,25.56516,,0.09449,2151.3499
0.00169,21.74651,,0.07762,2924.08421,,0.00197,24.49994,,0.09458,2151.67815
0.00163,20.66823,,0.07764,2924.18345,,0.00195,23.43473,,0.09468,2151.669
0.00155,19.7048,,0.07771,2924.4932,,0.00193,22.36952,,0.09472,2151.51725
0.00151,18.81586,,0.07775,2924.50437,,0.00191,21.3043,,0.09474,2151.65459
0.00149,17.90571,,0.07771,2925.11197,,0.00189,20.23909,,0.09479,2151.81637
0.00153,16.82727,,0.07787,2925.52103,,0.00188,19.17387,,0.09479,2152.12119
0.00138,15.83791,,0.07792,2925.51257,,0.00186,18.10866,,0.0949,2152.46892
0.00137,14.98211,,0.07797,2925.24745,,0.00184,17.04345,,0.09491,2152.57767
0.00132,14.10608,,0.07789,2925.57219,,0.00182,15.97823,,0.09494,2152.93893
0.00126,13.2752,,0.07793,2926.82697,,0.0018,14.91302,,0.09502,2153.40793
0.00129,12.36498,,0.07802,2927.53193,,0.00178,13.8478,,0.09508,2153.61522
0.00118,11.47647,,0.07816,2927.73398,,0.00177,12.78259,,0.09511,2153.84669
0.00115,10.74326,,0.0782,2927.27827,,0.00175,11.71738,,0.09518,2154.06605
0.00113,9.91268,,0.07819,2927.53743,,0.00173,10.65216,,0.09525,2154.28274
0.00106,9.10011,,0.07827,2927.66402,,0.00171,9.58695,,0.09529,2154.32778
9.96E-04,8.36178,,0.07819,2928.21994,,0.00169,8.52173,,0.09532,2154.5563
0.001,7.65051,,0.07829,2929.28847,,0.00167,7.45652,,0.09538,2154.77361
8.68E-04,6.9649,,0.07835,2929.71741,,0.00166,6.39131,,0.0954,2154.98091
8.57E-04,6.45329,,0.07839,2930.25869,,0.00164,5.32609,,0.09548,2155.33988
8.57E-04,5.78702,,0.07836,2930.91675,,0.00162,4.26088,,0.09552,2155.57942
7.92E-04,5.09999,,0.07836,2932.29029,,0.0016,3.19566,,0.09557,2155.67526
7.34E-04,4.52882,,0.07847,2933.42005,,0.00158,2.13045,,0.09558,2156.19181
6.55E-04,3.94514,,0.0785,2934.12374,,0.00156,1.06524,,0.09566,2156.56076
5.98E-04,3.56879,,0.07866,2934.61497,,,,,0.09568,2156.96382
5.64E-04,3.14085,,0.07871,2934.31914,,,,,0.09576,2157.37832
5.20E-04,2.69718,,0.07874,2934.31799,,,,,0.09578,2157.68796
4.13E-04,2.40302,,0.07877,2934.33228,,,,,0.0959,2157.9269
4.14E-04,2.18972,,0.07879,2934.60262,,,,,0.09593,2157.92123
3.58E-04,1.72874,,0.0789,2934.73556,,,,,0.09593,2158.22727
3.36E-04,1.53016,,0.07892,2934.77824,,,,,0.09603,2158.54906
2.46E-04,1.20744,,0.07895,2934.96348,,,,,0.09606,2158.70476
1.36E-04,1.19396,,0.07897,2935.35877,,,,,0.09614,2158.80667
8.60E-05,1.31731,,0.07907,2935.64676,,,,,0.09621,2158.75256
1.04E-04,1.00626,,0.07913,2935.65367,,,,,0.09623,2158.79749
3.38E-05,0.99708,,0.07924,2935.45477,,,,,0.09629,2158.94819
,,,0.07925,2935.05822,,,,,0.09633,2159.01548
,,,0.07927,2935.06413,,,,,0.09638,2159.20352
,,,0.07925,2935.34085,,,,,0.09644,2159.35588
,,,0.07927,2936.21104,,,,,0.09647,2159.49785
,,,0.07927,2937.17294,,,,,0.09659,2159.54374
,,,0.07935,2938.2949,,,,,0.09659,2159.48232
,,,0.07947,2938.74107,,,,,0.09668,2159.48598
,,,0.07946,2938.9894,,,,,0.0967,2159.50307
,,,0.0795,2939.55081,,,,,0.09677,2159.58501
,,,0.07958,2940.1179,,,,,0.09683,2159.59221
,,,0.07972,2940.12505,,,,,0.09685,2159.5305
,,,0.07981,2939.31272,,,,,0.09692,2159.58327
,,,0.07977,2938.8898,,,,,0.09695,2159.67172
,,,0.0797,2939.50718,,,,,0.09699,2159.95198
,,,0.0798,2940.41859,,,,,0.09705,2160.09869
,,,0.07988,2940.93864,,,,,0.09713,2160.10652
,,,0.07996,2940.98064,,,,,0.09718,2160.07958
,,,0.08003,2940.79903,,,,,0.09719,2160.32782
,,,0.08001,2940.93577,,,,,0.09725,2160.61233
,,,0.08011,2941.18264,,,,,0.09732,2160.70486
,,,0.08013,2941.07891,,,,,0.09739,2160.68619
,,,0.08014,2941.51462,,,,,0.09745,2160.59389
,,,0.0803,2941.52372,,,,,0.09749,2160.3996
,,,0.08034,2941.07748,,,,,0.09753,2160.51318
,,,0.08027,2941.16103,,,,,0.09755,2160.70796
,,,0.08024,2942.25831,,,,,0.09763,2160.92686
,,,0.08032,2943.35938,,,,,0.09763,2161.22891
,,,0.08044,2943.90106,,,,,0.09771,2161.54114
,,,0.08051,2943.91077,,,,,0.09774,2161.74886
,,,0.0805,2944.39485,,,,,0.09775,2162.3535
,,,0.08067,2944.37103,,,,,0.09782,2162.83039
,,,0.0807,2943.92438,,,,,0.09788,2163.31733
,,,0.08074,2943.68593,,,,,0.09793,2163.55538
,,,0.08067,2943.83999,,,,,0.09798,2163.94906
,,,0.08067,2944.87917,,,,,0.09801,2164.26977
,,,0.08067,2946.29335,,,,,0.09808,2164.6546
,,,0.08077,2947.62747,,,,,0.09814,2164.88737
,,,0.08078,2948.35667,,,,,0.09819,2165.12063
,,,0.08078,2949.81859,,,,,0.09819,2165.56466
,,,0.08101,2950.47604,,,,,0.09826,2166.02556
,,,0.08108,2950.09352,,,,,0.09831,2166.41044
,,,0.08113,2949.71514,,,,,0.09837,2166.84209
,,,0.08117,2949.39676,,,,,0.09845,2166.97759
,,,0.08112,2949.50871,,,,,0.09848,2167.07603
,,,0.08119,2950.19519,,,,,0.09855,2167.26532
,,,0.08133,2950.0296,,,,,0.09861,2167.43055
,,,0.08128,2949.93792,,,,,0.09867,2167.33416
,,,0.0812,2951.03218,,,,,0.09871,2167.36233
,,,0.08127,2952.53444,,,,,0.09876,2167.57634
,,,0.08141,2953.26813,,,,,0.09883,2167.56875
,,,0.08154,2953.27043,,,,,0.09886,2167.55933
,,,0.0817,2952.48773,,,,,0.09892,2167.62389
,,,0.08169,2951.2068,,,,,0.09897,2167.64516
,,,0.08165,2951.15327,,,,,0.09904,2167.70283
,,,0.08172,2951.20161,,,,,0.09909,2167.53533
,,,0.08168,2951.44444,,,,,0.09915,2167.52828
,,,0.08174,2952.22238,,,,,0.09919,2167.52448
,,,0.0817,2953.07161,,,,,0.09925,2167.52185
,,,0.08177,2954.38345,,,,,0.09928,2167.51478
,,,0.08185,2955.07534,,,,,0.09932,2167.548
,,,0.08193,2955.69362,,,,,0.09936,2167.86408
,,,0.08202,2955.65133,,,,,0.09945,2167.96684
,,,0.08209,2955.50195,,,,,0.09946,2167.95946
,,,0.08218,2954.99396,,,,,0.09953,2168.22774
,,,0.0821,2955.0037,,,,,0.09959,2168.24234
,,,0.08213,2955.71043,,,,,0.09959,2168.67642
,,,0.08212,2956.67641,,,,,0.09968,2168.87624
,,,0.08229,2957.41842,,,,,0.09973,2169.01538
,,,0.08233,2957.14477,,,,,0.09977,2169.21978
,,,0.08224,2957.81912,,,,,0.09984,2169.38141
,,,0.08223,2959.45933,,,,,0.09989,2169.39607
,,,0.08237,2960.66244,,,,,0.09993,2169.46805
,,,0.08251,2960.99242,,,,,0.09996,2169.87794
,,,0.08265,2960.44382,,,,,0.10004,2169.9952
,,,0.08267,2959.57556,,,,,0.10006,2170.18781
,,,0.08264,2959.4712,,,,,0.10011,2170.52783
,,,0.08282,2959.13181,,,,,0.10016,2170.81231
,,,0.08277,2958.48983,,,,,0.10021,2171.06319
,,,0.08268,2959.13685,,,,,0.10029,2171.19499
,,,0.08268,2960.52517,,,,,0.10035,2171.42832
,,,0.08282,2961.75092,,,,,0.10038,2171.42753
,,,0.08292,2961.77623,,,,,0.10045,2171.46743
,,,0.08289,2962.37507,,,,,0.10048,2171.65932
,,,0.08288,2963.31165,,,,,0.10052,2171.79003
,,,0.08301,2964.29056,,,,,0.10057,2172.04362
,,,0.08332,2963.47357,,,,,0.10061,2172.38779
,,,0.08324,2961.96314,,,,,0.10065,2172.70844
,,,0.08315,2962.03363,,,,,0.10073,2172.90687
,,,0.08313,2962.99892,,,,,0.10076,2173.12252
,,,0.08322,2964.13369,,,,,0.10079,2173.62717
,,,0.08327,2964.70769,,,,,0.10085,2173.97014
,,,0.08336,2965.08258,,,,,0.1009,2174.47706
,,,0.08337,2965.35925,,,,,0.10094,2174.76949
,,,0.08344,2965.95146,,,,,0.10102,2175.06722
,,,0.08352,2966.07097,,,,,0.10107,2175.14235
,,,0.0836,2965.88677,,,,,0.10111,2175.35954
,,,0.08368,2965.63548,,,,,0.10117,2175.6221
,,,0.08373,2965.28122,,,,,0.10123,2175.77234
,,,0.08378,2964.74366,,,,,0.10131,2175.76495
,,,0.08377,2964.62158,,,,,0.10134,2175.75804
,,,0.08365,2965.43297,,,,,0.10141,2175.73636
,,,0.08365,2967.36511,,,,,0.10143,2175.72598
,,,0.08384,2968.70749,,,,,0.10149,2175.80808
,,,0.08392,2968.78128,,,,,0.10155,2175.94357
,,,0.08394,2969.2452,,,,,0.10157,2175.9951
,,,0.08401,2969.3973,,,,,0.10161,2176.30711
,,,0.08404,2969.63742,,,,,0.10168,2176.61803
,,,0.08414,2969.78956,,,,,0.10172,2176.8797
,,,0.08421,2969.50649,,,,,0.10179,2176.90292
,,,0.08426,2969.37273,,,,,0.10183,2177.12469
,,,0.08432,2969.10907,,,,,0.10191,2177.18025
,,,0.08433,2968.86821,,,,,0.10196,2177.11822
,,,0.08432,2969.15604,,,,,0.10198,2177.34476
,,,0.08434,2969.92555,,,,,0.10204,2177.63427
,,,0.08442,2970.53078,,,,,0.10212,2177.60931
,,,0.08442,2971.04792,,,,,0.10218,2177.61184
,,,0.08449,2971.83962,,,,,0.10222,2177.31468
,,,0.08462,2972.03702,,,,,0.10227,2177.36507
,,,0.08473,2971.55322,,,,,0.10236,2177.30465
,,,0.08478,2970.77084,,,,,0.10237,2177.25212
,,,0.08479,2970.44959,,,,,0.10243,2177.28498
,,,0.08484,2970.25231,,,,,0.10251,2177.10234
,,,0.08483,2970.34262,,,,,0.10253,2177.0248
,,,0.08483,2970.8667,,,,,0.10258,2177.2573
,,,0.08486,2971.70542,,,,,0.10265,2177.25799
,,,0.0849,2972.57616,,,,,0.10266,2177.26126
,,,0.08494,2973.40149,,,,,0.10279,2177.1814
,,,0.08503,2973.90469,,,,,0.10283,2176.98356
,,,0.08509,2974.26747,,,,,0.10288,2176.79352
,,,0.08511,2974.64539,,,,,0.10292,2176.74896
,,,0.08511,2975.34052,,,,,0.10297,2176.74257
,,,0.08527,2975.72031,,,,,0.10303,2176.62087
,,,0.0852,2975.94105,,,,,0.10306,2176.57104
,,,0.08525,2976.88299,,,,,0.10311,2176.72765
,,,0.08532,2977.53657,,,,,0.10316,2176.71976
,,,0.08549,2977.53097,,,,,0.1032,2176.8411
,,,0.08553,2976.83022,,,,,0.10325,2176.98841
,,,0.08545,2976.99786,,,,,0.10328,2177.22615
,,,0.08553,2977.74325,,,,,0.10334,2177.5253
,,,0.08569,2977.72337,,,,,0.10337,2177.85266
,,,0.08567,2977.12711,,,,,0.10343,2178.13283
,,,0.0856,2977.95771,,,,,0.10349,2178.34072
,,,0.08579,2978.42262,,,,,0.10351,2178.77637
,,,0.08587,2977.89304,,,,,0.10358,2179.05977
,,,0.08593,2977.58314,,,,,0.10361,2179.37632
,,,0.08589,2977.38084,,,,,0.10364,2179.86965
,,,0.08588,2978.09571,,,,,0.10371,2180.17103
,,,0.08608,2978.22037,,,,,0.10372,2180.77933
,,,0.08609,2977.75933,,,,,0.10382,2181.26542
,,,0.0861,2977.78805,,,,,0.10389,2181.37277
,,,0.08609,2978.08782,,,,,0.1039,2181.67656
,,,0.08607,2979.11015,,,,,0.10401,2181.85189
,,,0.08612,2980.35155,,,,,0.10401,2181.96484
,,,0.0863,2980.93108,,,,,0.10409,2182.1178
,,,0.08634,2980.49874,,,,,0.10414,2182.19606
,,,0.08631,2980.94606,,,,,0.10421,2182.28365
,,,0.08639,2981.39453,,,,,0.10427,2182.09136
,,,0.08641,2981.96699,,,,,0.10433,2182.08763
,,,0.08654,2982.07788,,,,,0.10437,2182.07832
,,,0.08655,2982.06552,,,,,0.10441,2181.97097
,,,0.08652,2982.43518,,,,,0.10448,2181.9624
,,,0.0866,2983.15668,,,,,0.10451,2182.06266
,,,0.08667,2983.53486,,,,,0.10456,2182.17424
,,,0.08676,2983.55739,,,,,0.10464,2182.04451
,,,0.08693,2983.07358,,,,,0.10469,2182.03909
,,,0.08702,2981.58721,,,,,0.10474,2182.03518
,,,0.08697,2980.61654,,,,,0.10479,2182.02941
,,,0.08691,2980.81442,,,,,0.10482,2182.0193
,,,0.08688,2981.7466,,,,,0.10486,2182.2287
,,,0.08692,2983.1982,,,,,0.10496,2182.26764
,,,0.08706,2983.94838,,,,,0.10499,2182.12858
,,,0.08712,2984.10679,,,,,0.10505,2182.24889
,,,0.08713,2984.4078,,,,,0.10508,2182.25534
,,,0.08713,2985.07469,,,,,0.10516,2182.25669
,,,0.08717,2985.98658,,,,,0.10518,2182.24821
,,,0.08728,2986.56115,,,,,0.10525,2182.371
,,,0.08737,2986.62352,,,,,0.10527,2182.54501
,,,0.0874,2986.42699,,,,,0.10531,2182.88093
,,,0.08741,2986.76597,,,,,0.10538,2183.12179
,,,0.08744,2987.33056,,,,,0.10541,2183.35021
,,,0.08748,2987.80079,,,,,0.10547,2183.74156
,,,0.08752,2988.4278,,,,,0.10552,2183.96381
,,,0.08767,2988.52102,,,,,0.10558,2184.09302
,,,0.08765,2988.29413,,,,,0.1056,2184.37515
,,,0.08768,2988.74104,,,,,0.10568,2184.66855
,,,0.08771,2989.22462,,,,,0.10571,2184.84956
,,,0.08786,2989.40273,,,,,0.10581,2185.00481
,,,0.08797,2988.78417,,,,,0.10584,2185.0101
,,,0.08802,2987.97673,,,,,0.10589,2185.13338
,,,0.08799,2987.51112,,,,,0.10596,2185.12855
,,,0.08803,2987.61385,,,,,0.10602,2185.10065
,,,0.08804,2987.84543,,,,,0.10603,2185.10792
,,,0.08794,2988.8756,,,,,0.1061,2185.32273
,,,0.08814,2990.10385,,,,,0.10615,2185.43225
,,,0.0883,2989.67838,,,,,0.10616,2185.66392
,,,0.08832,2989.06138,,,,,0.10624,2185.90283
,,,0.08822,2989.12597,,,,,0.10629,2186.07754
,,,0.08826,2990.2515,,,,,0.10636,2186.12898
,,,0.08835,2990.86842,,,,,0.10641,2186.21188
,,,0.08837,2991.41531,,,,,0.10647,2186.21164
,,,0.08837,2992.24369,,,,,0.10654,2186.14923
,,,0.08851,2992.95718,,,,,0.10657,2186.01747
,,,0.08855,2992.89445,,,,,0.10661,2186.19852
,,,0.08868,2993.02632,,,,,0.10665,2186.28284
,,,0.08873,2992.23673,,,,,0.10673,2186.45631
,,,0.08869,2992.32164,,,,,0.10678,2186.4466
,,,0.08877,2992.50583,,,,,0.10684,2186.42701
,,,0.08872,2992.76752,,,,,0.10691,2186.21918
,,,0.08872,2994.07983,,,,,0.10697,2186.12454
,,,0.08885,2995.04759,,,,,0.10701,2185.87033
,,,0.08901,2994.93878,,,,,0.10705,2185.87032
,,,0.08909,2994.27267,,,,,0.10713,2185.81726
,,,0.08908,2993.60622,,,,,0.10716,2185.73016
,,,0.08904,2993.92711,,,,,0.10719,2185.67571
,,,0.08913,2994.5414,,,,,0.10727,2185.83625
,,,0.0893,2994.17341,,,,,0.10728,2185.88375
,,,0.08927,2993.57673,,,,,0.10737,2186.07471
,,,0.08922,2994.04128,,,,,0.10737,2186.09179
,,,0.08925,2995.03153,,,,,0.10749,2186.20628
,,,0.08935,2995.61862,,,,,0.10754,2186.00624
,,,0.08938,2995.97284,,,,,0.10762,2185.87474
,,,0.08941,2996.52135,,,,,0.10767,2185.44715
,,,0.08949,2996.97025,,,,,0.10771,2185.19116
,,,0.08961,2997.00186,,,,,0.10778,2184.94423
,,,0.08965,2996.59467,,,,,0.10781,2184.75522
,,,0.0896,2996.87792,,,,,0.10787,2184.67877
,,,0.08977,2997.06206,,,,,0.1079,2184.62525
,,,0.08973,2996.728,,,,,0.10797,2184.61363
,,,0.08965,2997.83513,,,,,0.10803,2184.48877
,,,0.08974,2999.11795,,,,,0.10807,2184.31177
,,,0.08982,2999.78546,,,,,0.10814,2184.29705
,,,0.0899,3000.25903,,,,,0.10817,2184.07783
,,,0.08996,3000.55917,,,,,0.10819,2184.28728
,,,0.09011,3000.24304,,,,,0.10822,2184.53835
,,,0.0902,2999.2928,,,,,0.10831,2184.83092
,,,0.09017,2998.66521,,,,,0.10836,2184.84062
,,,0.09011,2998.99079,,,,,0.10842,2184.83343
,,,0.09015,2999.8613,,,,,0.10848,2184.82697
,,,0.09029,3000.08208,,,,,0.10853,2184.82461
,,,0.09028,3000.18521,,,,,0.10858,2184.87484
,,,0.09029,3000.87525,,,,,0.10863,2184.89211
,,,0.09029,3001.82866,,,,,0.10865,2185.11044
,,,0.09038,3002.81334,,,,,0.10871,2185.26737
,,,0.09053,3002.85485,,,,,0.10874,2185.54842
,,,0.09054,3002.57651,,,,,0.10881,2185.82271
,,,0.09053,3003.0902,,,,,0.10885,2185.98607
,,,0.09069,3003.16906,,,,,0.10894,2186.15198
,,,0.09073,3002.73239,,,,,0.10897,2185.98185
,,,0.0907,3002.66485,,,,,0.10901,2186.17753
,,,0.09071,3003.32545,,,,,0.10905,2186.50228
,,,0.0909,3003.53794,,,,,0.1091,2186.77026
,,,0.09101,3002.6997,,,,,0.10919,2186.78802
,,,0.09097,3002.03244,,,,,0.10919,2187.04203
,,,0.09087,3002.47144,,,,,0.10929,2187.16769
,,,0.09089,3003.87266,,,,,0.10932,2187.35959
,,,0.09102,3004.86215,,,,,0.10937,2187.33814
,,,0.09116,3004.84787,,,,,0.10941,2187.68035
,,,0.09114,3004.6997,,,,,0.10945,2187.80942
,,,0.09115,3005.27929,,,,,0.1095,2188.12948
,,,0.09126,3005.64934,,,,,0.10955,2188.50282
,,,0.09134,3005.40558,,,,,0.10962,2188.72017
,,,0.09133,3005.34888,,,,,0.1097,2188.80067
,,,0.09142,3005.54714,,,,,0.10974,2188.8122
,,,0.09147,3005.35155,,,,,0.10978,2188.80469
,,,0.09149,3005.37575,,,,,0.10981,2188.949
,,,0.09156,3005.61849,,,,,0.10987,2189.19159
,,,0.09157,3005.60172,,,,,0.10993,2189.37651
,,,0.0916,3006.15509,,,,,0.10996,2189.52884
,,,0.09174,3006.2428,,,,,0.11003,2189.67035
,,,0.09167,3006.33519,,,,,0.11007,2189.69961
,,,0.09177,3006.83728,,,,,0.11013,2189.93557
,,,0.09172,3007.31102,,,,,0.11019,2189.94721
,,,0.0918,3008.31722,,,,,0.11023,2190.16619
,,,0.0919,3008.63482,,,,,0.11031,2190.15861
,,,0.09196,3008.69885,,,,,0.11031,2190.41608
,,,0.09199,3008.8441,,,,,0.1104,2190.50385
,,,0.09201,3009.23519,,,,,0.11042,2190.70667
,,,0.09202,3009.71702,,,,,0.11049,2190.89719
,,,0.09213,3010.40069,,,,,0.11051,2191.13765
,,,0.09226,3010.12427,,,,,0.11059,2191.3171
,,,0.09232,3009.63251,,,,,0.11058,2191.67292
,,,0.09231,3009.16177,,,,,0.11068,2191.91503
,,,0.09228,3009.65096,,,,,0.11075,2191.95833
,,,0.09234,3010.39374,,,,,0.11083,2191.91142
,,,0.09246,3010.64774,,,,,0.11088,2191.81678
,,,0.09252,3010.43286,,,,,0.11094,2191.61749
,,,0.09251,3010.26185,,,,,0.11093,2191.62715
,,,0.09246,3011.01994,,,,,0.111,2191.87945
,,,0.09259,3011.96202,,,,,0.11103,2191.96677
,,,0.09266,3012.03515,,,,,0.11111,2192.16856
,,,0.09274,3012.05159,,,,,0.11116,2192.15467
,,,0.0928,3011.80399,,,,,0.11124,2192.20877
,,,0.09277,3011.98818,,,,,0.11127,2192.1448
,,,0.09277,3012.61634,,,,,0.1113,2192.37323
,,,0.0928,3013.67065,,,,,0.11135,2192.50951
,,,0.09292,3014.23766,,,,,0.11138,2192.78859
,,,0.09291,3014.57615,,,,,0.11143,2193.18221
,,,0.09296,3015.42382,,,,,0.11149,2193.50174
,,,0.09311,3015.66678,,,,,0.11153,2193.71571
,,,0.09322,3014.96009,,,,,0.11159,2193.96464
,,,0.09326,3014.46165,,,,,0.11164,2194.29554
,,,0.09338,3013.42819,,,,,0.11174,2194.37944
,,,0.09328,3012.89694,,,,,0.11173,2194.44995
,,,0.09327,3013.45749,,,,,0.11184,2194.51004
,,,0.09326,3014.50547,,,,,0.11185,2194.56909
,,,0.09332,3015.6063,,,,,0.11192,2194.72768
,,,0.09336,3016.67708,,,,,0.11195,2194.82549
,,,0.09348,3017.3604,,,,,0.11202,2194.9972
,,,0.09365,3017.00919,,,,,0.11203,2195.09978
,,,0.09371,3016.12566,,,,,0.11208,2195.56765
,,,0.0937,3015.50848,,,,,0.11213,2195.92392
,,,0.09366,3015.78049,,,,,0.11223,2196.13482
,,,0.09373,3016.37918,,,,,0.11219,2196.33342
,,,0.09381,3016.49202,,,,,0.11228,2196.89661
,,,0.09388,3016.5319,,,,,0.1123,2197.37056
,,,0.09395,3016.20892,,,,,0.11238,2197.77615
,,,0.0938,3016.59415,,,,,0.11244,2198.04009
,,,0.09391,3017.98388,,,,,0.11248,2198.16851
,,,0.09408,3018.28919,,,,,0.11255,2198.46528
,,,0.09408,3017.87709,,,,,0.11259,2198.50346
,,,0.09405,3018.48272,,,,,0.11266,2198.78532
,,,0.09414,3018.93934,,,,,0.11273,2198.78763
,,,0.0941,3019.76065,,,,,0.11273,2198.84367
,,,0.0942,3020.67182,,,,,0.11278,2199.08502
,,,0.09425,3021.11596,,,,,0.11284,2199.30024
